id,name,host_id,host_name,neighbourhood_group,neighbourhood,room_type,price,minimum_nights,number_of_reviews,reviews_per_month,availability_365
1856803,1BR Priv. East Village Apt Sleeps 4,485738,Ross,Manhattan,East Village,Entire home/apt,225,3,10,0.15,0
1859901,Prime East Village Spacious 1 BED,9702964,Amanda,Manhattan,East Village,Entire home/apt,150,4,43,0.68,188
1860838,Affordable Private Room in NYC! ,8276592,Alex,Manhattan,Washington Heights,Private room,44,3,79,1.15,191
1861493,1 BR Penthouse with Private Terrace,9710466,Kristie,Manhattan,Upper West Side,Entire home/apt,299,4,38,0.56,3
1863930,2nd@THROOP MANSION ,3351261,Kris,Brooklyn,Bedford-Stuyvesant,Entire home/apt,120,1,93,1.51,0
1864061,"2 Br Condo: Elegant, Amazing Views!",9720494,Coats,Manhattan,Hell's Kitchen,Entire home/apt,525,5,42,0.61,80
1864757,3+ Bedroom Steps to Park Avenue,194918,David,Manhattan,Upper East Side,Entire home/apt,600,3,46,0.67,210
1865336,Private bedroom in awesome loft apt,9725785,J.D. & Stephanie,Brooklyn,Williamsburg,Private room,88,1,220,3.53,100
1869202,Cozy & Sunny central Manhattan APT!,5008954,Mich,Manhattan,Midtown,Entire home/apt,100,2,19,0.28,0
1869467,Carroll Gardens Brownstone Flat,376084,Mary,Brooklyn,Carroll Gardens,Entire home/apt,240,3,14,0.21,199
1870228,Long Island City Home 1.!,4378763,Antonio,Queens,Long Island City,Private room,73,2,97,1.44,359
1876811,Sweet Union Square/ Gramercy Studio,9774018,Dan,Manhattan,Gramercy,Entire home/apt,199,2,240,3.49,152
1877255,"PRIVATE Room, located on Central MANHATTAN***",7748646,Denise,Manhattan,Upper East Side,Private room,85,3,134,1.96,108
1878642,"New York City, Manhattan Modern Apartment",9782866,Ronald,Manhattan,Murray Hill,Entire home/apt,195,4,31,0.46,78
1878692,Andrea's bohemian pied-a-terre,9782676,Andrea,Manhattan,Greenwich Village,Entire home/apt,173,5,143,2.13,144
1880539,Room in spacious charming loft,9790609,Naomi,Brooklyn,Williamsburg,Private room,85,3,92,1.57,123
1881556,"Private, Spacious Garden Apartment",9795483,Ayana,Brooklyn,Bedford-Stuyvesant,Entire home/apt,120,3,207,3.04,237
1881801,Gorgeous 1.5 Br - 1 block to Subway-9 min to NYC!,8292927,Christian,Brooklyn,Williamsburg,Entire home/apt,175,2,111,2.4,108
1881846,Cozy sunny room in the heart of the city,586409,Ahmed,Manhattan,Midtown,Private room,130,2,128,1.88,294
1885385,Large Sunny Room,9522524,Nancy,Brooklyn,Canarsie,Private room,38,5,72,1.11,349
1885714,Nice Bedroom in Central Bushwick!,2673168,David,Brooklyn,Bushwick,Private room,53,1,38,0.55,312
1885826,LOFT-CentralPrk/TimeSq/TheaterDist1,32704,LoftMidtownNYC,Manhattan,Hell's Kitchen,Private room,125,4,108,1.69,285
1886978,Sunny & Budget Friendly,9522524,Nancy,Brooklyn,Canarsie,Private room,32,5,85,1.25,155
1887291,"Private, Peaceful Times Square 1BR",9817733,Ana,Manhattan,Hell's Kitchen,Entire home/apt,160,3,158,2.33,188
1888006,"14 Min 2Union Sq, Manhattan with Private Entrance",9820942,Erica And Jorel,Brooklyn,Bushwick,Private room,58,1,236,3.45,350
1890851,"Stylish,Sunny, spacious luxury loft",6321587,Bud,Brooklyn,Bedford-Stuyvesant,Entire home/apt,149,2,20,0.31,355
1891017,Awesome Huge Studio - NYC Center,9794342,Pavel,Manhattan,Chelsea,Entire home/apt,200,3,35,0.55,0
1891118,Large Studio apartment,9831559,Cassi,Brooklyn,Bedford-Stuyvesant,Entire home/apt,100,4,10,0.24,0
1891798,The Spencer,3196987,Stephanie,Brooklyn,Bedford-Stuyvesant,Entire home/apt,97,5,44,1.5,66
1892319,Private BR in Chelsea (women or couples only),3416555,Anya,Manhattan,Chelsea,Private room,84,2,143,2.13,311
1893225,"Modern, spacious 2 BR, 2 Bath - BK",1297675,Helena,Brooklyn,Prospect Heights,Entire home/apt,275,4,19,0.28,205
1895196,Apt near Museum Mile,9847713,Ksenia,Manhattan,Upper East Side,Entire home/apt,99,2,249,3.63,172
1897001,"GIANT! Perfect for families, in the center of NYC",9854533,Izzy,Manhattan,Midtown,Entire home/apt,399,5,33,0.49,36
1897447,Large Garden Apartment,9856784,Cristobal,Brooklyn,Gowanus,Entire home/apt,145,3,266,4.49,224
1899076,"14 min to Union Square, Manhattan-Sunny Modern Rm",9820942,Erica And Jorel,Brooklyn,Bushwick,Private room,59,1,238,3.46,320
1900616,nice furnished room ground floor,5097458,Nes,Brooklyn,Williamsburg,Private room,70,3,30,0.6,364
1900780,1000 Sq Ft Loft in Flatiron.,9870396,Damian,Manhattan,Gramercy,Entire home/apt,249,4,26,0.62,281
1901357,Spring in Ditmas Park Brooklyn!!!,9872650,Patrick,Brooklyn,Flatbush,Entire home/apt,70,4,26,0.39,81
1903198,Time Square in 30 minutes. Front room.,3158364,Devika,Queens,Sunnyside,Private room,45,5,70,2.23,250
1903249,The heart of Manhattan - NYC,3187531,Michelle,Manhattan,Chelsea,Private room,75,1,202,3.19,0
1905865,Zen & Cozy 2Bedroom in Williamsburg,2332618,Alison,Brooklyn,Williamsburg,Entire home/apt,159,1,15,0.22,194
1906804,Private Master Bedroom w/Garden 14 min to Union Sq,9820942,Erica And Jorel,Brooklyn,Bushwick,Private room,55,1,227,3.31,341
1907058,PRIVATE ROOM #2 STARTING AT $67 PER NIGHT,9898029,Anthony,Brooklyn,East Flatbush,Private room,67,5,17,0.25,308
1914231,"Perfect Harlem, New York Retreat",9709235,Ferris,Manhattan,Harlem,Entire home/apt,140,2,322,4.71,258
1914590,Nice clean large Bedroom in Astoria,6194487,Rocio & James,Queens,Astoria,Private room,79,1,108,2.68,313
1914630,"Comfy, Spacious, Modern, Sweet Home",342599,Charlotte And Pierre,Brooklyn,Bedford-Stuyvesant,Private room,100,3,15,0.22,0
1914787,Your home away from home in Comfort,9509269,Carlos,Queens,Briarwood,Private room,66,5,95,1.39,301
1917629,Gorgeous duplex 1 BR Brownstone apt,5453550,Christine & James,Brooklyn,Clinton Hill,Entire home/apt,140,3,123,1.8,244
1918693,Lovely Bedrooms in Artist's Home,9947332,Lorelei & Alex,Brooklyn,Clinton Hill,Private room,98,4,245,3.61,247
1918903,Private 2 BR APT: Free WIFI & JACUZZI,5243122,R,Brooklyn,Bedford-Stuyvesant,Entire home/apt,140,3,156,2.36,230
1919647,2 floor Apt w 300sqft Terrace,9951559,Evan,Manhattan,Lower East Side,Entire home/apt,195,2,71,1.04,222
1919766,Full of Harlem Soul & Charm,9501531,Andre,Manhattan,Harlem,Private room,60,1,245,3.6,336
1919896,Sunny 2 bedroom in Prospect/Crown Heights,1345452,Nico,Brooklyn,Crown Heights,Entire home/apt,150,5,11,0.16,0
1921859,Adorable 1BD Home with view of NYC,9959323,Lauren,Queens,Astoria,Entire home/apt,130,4,17,0.25,347
1922863,Bi-level Loft with a Private Garden,915973,Donald P.,Brooklyn,Williamsburg,Entire home/apt,248,3,57,0.9,344
1923153,Cozy Vintage Inspired East Village,9965028,Sasha,Manhattan,East Village,Entire home/apt,450,2,18,0.28,363
1924645,Sunny Studio in Prime Williamsburg,110958,Ellen,Brooklyn,Williamsburg,Entire home/apt,120,14,29,0.43,0
1925224,"Beautiful, large, charming spot",9946315,Susan,Brooklyn,Williamsburg,Entire home/apt,250,8,79,1.16,78
1928556,"Private Apt, Large, Safe / 5mins to TIMES SQUARE",4482351,Zoey,Manhattan,Hell's Kitchen,Entire home/apt,140,5,17,0.25,2
1928961,Futon 2.0,9989761,Gaudhi,Manhattan,Harlem,Shared room,45,3,229,3.36,312
1929186,Modern Bright Loft in Clinton Hill,9990552,Susan,Brooklyn,Bedford-Stuyvesant,Entire home/apt,175,2,52,1.26,264
1929321,Quiet 1br in a Mansion!,9991075,Erika,Brooklyn,Clinton Hill,Entire home/apt,130,1,16,0.38,0
1931609,Entire Park Slope Townhouse,9442045,Miriam,Brooklyn,Park Slope,Entire home/apt,650,2,166,2.87,215
1932094,"HEART OF NYC! AMAIZING LOCATION!, SUPER ROOM",10001478,Anya,Manhattan,Midtown,Private room,85,4,29,0.42,13
1932491,Best View/Luxury Building/Time Squ.,10003254,Mac,Manhattan,Hell's Kitchen,Private room,105,4,10,0.2,0
1934512,Penthouse studio w/ skylights and skyline views,2317686,Bryan,Brooklyn,Clinton Hill,Entire home/apt,150,7,37,0.6,39
1934804,3 Story Brooklyn House - Sleeps 10!,10012421,Deborah,Brooklyn,Clinton Hill,Entire home/apt,750,3,32,1.66,141
1935109,Unique sunny loft in Manhattan!,1319462,Zi Ying,Manhattan,Lower East Side,Entire home/apt,249,2,230,3.39,166
1935302,COZY and WARM Garden Apartment,10008086,Brandon,Brooklyn,Fort Greene,Entire home/apt,180,2,72,3.12,290
1936633,Great 1BD waterfront City Island NY,10018391,Alex,Bronx,City Island,Entire home/apt,120,3,84,1.26,16
1936772,Private Ground Floor Studio Apt PLUS Driveway,2274545,Kerri & Steve,Queens,Middle Village,Entire home/apt,85,2,97,1.43,230
1937226,Awesome Harlem House 3 bdr 2 floors,8826175,Grover,Manhattan,Harlem,Entire home/apt,174,3,177,2.62,165
1937325,2Br East Village VERY Spacious Apt.,5048868,Matthew,Manhattan,East Village,Entire home/apt,295,1,261,3.82,245
1937761,Modern & Quiet 2bdr Astoria - 2 blocks from Subway,3294551,Michelangelo,Queens,Astoria,Entire home/apt,180,3,77,1.35,254
1939106,Charming 1BR in the East Village,3710931,Stephanie,Manhattan,East Village,Entire home/apt,172,1,18,0.27,0
1939283,Wyckoff Street Garden Apartment,7329934,Laurence,Brooklyn,Gowanus,Entire home/apt,130,5,36,0.53,224
1940534,Big specious room is Manhattan!!!,5164854,Lilia,Manhattan,Harlem,Private room,52,7,19,0.28,324
1941439,Private Room next to Park - 5 mins to subways!!,10041857,Veronica,Manhattan,East Harlem,Private room,85,2,36,0.53,288
1941495,"Huge Garden Duplex, 20 min Manhattan!",1430695,"Julia, Anthony, Apollo & Atlas",Brooklyn,Bushwick,Entire home/apt,249,3,76,1.13,40
1942935,Family house in South Park Slope,1479666,Maria,Brooklyn,South Slope,Entire home/apt,150,14,10,0.21,0
1945115,Beautiful Luxury Room in Central Harlem/Columbia,10061009,Minetta,Manhattan,Harlem,Private room,90,4,57,2.67,74
1948494,Amazing 550 Sq Ft Studio Apartment.,9950152,Dawn & Vernon,Brooklyn,East Flatbush,Entire home/apt,97,3,177,2.64,272
1950311,"Bright, cozy East Williamsburg home",8551260,Hannah,Brooklyn,Williamsburg,Entire home/apt,151,5,39,0.58,0
1950588,Newly Renovated One Bedroom,10087095,Brian,Manhattan,Little Italy,Entire home/apt,200,3,41,0.6,0
1952271,Super Clean 1 bedroom Upper West Side,4259154,Christine,Manhattan,Upper West Side,Entire home/apt,130,1,87,1.42,5
1953636,large private bedroom in shared ap,1294674,Alex,Brooklyn,Fort Greene,Private room,69,2,12,0.18,6
1953928,Huge 2 Bedrooms NYC ,10100413,A,Queens,Astoria,Entire home/apt,150,1,89,1.32,148
1954450,Spacious Sunny Designer 1 Bedroom in East Village,2266169,Erika,Manhattan,East Village,Entire home/apt,150,2,221,3.3,215
1954653,FIVE STAR LIGHT-FILLED DUPLEX - PRIVATE DECK,10103520,Graham,Manhattan,Kips Bay,Entire home/apt,195,4,30,0.45,4
1955844,Charming 1BD Apt in Classy Brownstone by Union Sq,1308525,Otilia,Manhattan,Chelsea,Entire home/apt,251,5,26,0.43,14
1958765,Stylish 1 BR Loft Apt Williamsburg,10123248,Sylvana,Brooklyn,Williamsburg,Entire home/apt,250,2,88,1.31,223
1960358,Couples and Family Paradise.,10129919,Jorge,Brooklyn,Cypress Hills,Entire home/apt,80,3,225,3.49,250
1961288,Gorgeous Modern Downtown Condo with Stunning Views,1321170,Dave,Manhattan,Lower East Side,Entire home/apt,220,2,85,1.27,305
1970017,"Chic & Cheerful Home in Williamsburg, Brooklyn",2052364,Melissa,Brooklyn,Williamsburg,Private room,89,1,25,0.43,78
1970574,Park Slope Townhouse TOP FLOOR,579495,Susi,Brooklyn,South Slope,Entire home/apt,199,2,31,0.52,220
1970697,Lovely & Large Private Queen Bedroom,3388950,Amaya,Brooklyn,Bedford-Stuyvesant,Private room,72,5,62,1.05,140
1971200,Big Room by Times Square,10178252,Tino,Manhattan,Hell's Kitchen,Private room,99,3,160,2.36,133
1971540,Sunny Midtown NYC Room,10179999,Joseph,Manhattan,Upper West Side,Private room,150,1,157,2.49,365
1973889,Exposed Brick Wall Bedroom,3020145,Eva,Manhattan,SoHo,Private room,106,2,191,2.81,291
1975168,Fantastic Williamsburg Waterfront!,1351409,Katie,Brooklyn,Williamsburg,Private room,100,3,15,0.24,358
1976123,Huge Loft with Private Entrance,6547579,Josh,Manhattan,East Village,Entire home/apt,1999,1,20,0.39,0
1977888,East Village Studio Super location,9878261,Sam,Manhattan,East Village,Entire home/apt,120,1,73,1.07,49
1979127,East Village Duplex Penthouse,1472225,Rachel,Manhattan,East Village,Entire home/apt,480,10,59,0.87,24
1979744,Bright & Budget Friendly,9522524,Nancy,Brooklyn,Canarsie,Private room,33,5,84,1.25,295
1980179,Best of the East Village Cozy 2 Bedroom,18174,Katya,Manhattan,East Village,Entire home/apt,142,1,214,3.17,242
1981410,Spacious 1 bed near train!,6638763,Terry & Kristen,Queens,Ditmars Steinway,Entire home/apt,135,3,38,0.62,243
1981590,Loft 15 - 20 minutes to Manhattan,10225447,Giovani,Brooklyn,Bushwick,Entire home/apt,135,3,164,2.45,325
1981669,1 Bedroom Apartment Lefferts Garden,10226006,Ester,Brooklyn,Prospect-Lefferts Gardens,Entire home/apt,80,5,19,0.28,0
1983188,1BR near Columbia / Central Park,1521508,Jose,Manhattan,Upper West Side,Private room,80,3,38,0.59,344
1983466,A Cozy Creative Room for Nomads,2777672,Kalae,Manhattan,Upper West Side,Private room,87,2,272,4.02,133
1983531,Spacious Bright 1 Bedroom East Village Apartment,5586949,S & G,Manhattan,East Village,Entire home/apt,450,3,12,0.19,0
1984486,Comfortable Brown Stone apartment ,10239152,Joyce,Brooklyn,Crown Heights,Entire home/apt,150,2,43,0.64,285
1987371,"Williamsburg, prime loction, Brooklyn private room",1525582,Christina,Brooklyn,Williamsburg,Private room,79,3,176,2.63,37
1987546,nice room in bedstuy A,6885157,Randy,Brooklyn,Bedford-Stuyvesant,Private room,60,1,93,1.38,305
1987584,Home Sweet Room-HOMEY-Queens NYC!!,4113132,Jacqueline & Tyas,Queens,Elmhurst,Private room,45,3,49,0.77,307
1988823,Family Friendly Apt in Quiet Building,10256663,Rachel,Manhattan,Harlem,Entire home/apt,175,3,136,2.0,171
1989972,Cozy & Nice Bedroom in an Apt/NYC.,10262420,Cesar,Manhattan,East Harlem,Private room,86,4,37,0.97,22
1994398,Spring and Summer in New York - Near Central Park,2719126,Nadia,Manhattan,Midtown,Entire home/apt,345,5,19,0.33,192
1998026,"Bright, serene apt in Fort Greene/Clinton Hill",10294707,Amanda,Brooklyn,Clinton Hill,Entire home/apt,130,2,15,0.41,0
2000156,Nice & cozy -  15min to Times Square-,3767367,Regina,Manhattan,Upper East Side,Private room,90,3,97,2.39,332
2000576,3BR in a classic 1925 BK Limestone,10263251,Marietta,Brooklyn,Crown Heights,Entire home/apt,150,3,154,2.27,218
2000611,Cute brick wall apt. 2BR,10304755,Michael,Brooklyn,Williamsburg,Entire home/apt,150,4,42,0.62,0
2003180,NEW YORK CITY HOME in MANHATTAN,6716330,Chris,Manhattan,Inwood,Entire home/apt,225,3,127,1.89,157
2008190,Private: The Grey Room,8481125,Thomas,Manhattan,Upper East Side,Private room,120,1,12,0.19,206
2008227,Private Studio in Private Home,9539641,Dianne,Bronx,North Riverdale,Private room,53,2,143,2.13,263
2011212,West Village Charm and Quiet!,7683195,Brenton,Manhattan,SoHo,Entire home/apt,162,2,18,0.26,247
2012104,"Spacious haven near Riverside park, subway, and CU",10352213,Nicole,Manhattan,Morningside Heights,Private room,55,2,19,0.79,0
2012368,Amazing Downtown With Rooftop,1364042,Jake,Manhattan,Chinatown,Entire home/apt,117,5,221,3.27,163
2013807,Magic Manhattan with Rooftop,1364042,Jake,Manhattan,Lower East Side,Entire home/apt,189,5,220,3.25,271
2015094,Private room in Manhattan,10364678,Dany,Manhattan,Inwood,Private room,45,2,36,0.57,188
2015168,Cozy 2BD APT close to subway,10365281,Jennifer,Brooklyn,Bedford-Stuyvesant,Entire home/apt,190,2,237,3.7,266
2016579,Cozy Private room in Brooklyn,8013034,Kenny And Christine,Brooklyn,Bushwick,Private room,79,1,13,0.49,315
2017397,☆ DESIGN Spacious ☆ 1 BR Sleeps 4 Brooklyn Museum,2496464,Monica,Brooklyn,Crown Heights,Entire home/apt,150,5,68,1.07,202
2019755,Front Studio in Loft Apartment - Steiner Studios,10383481,Bradley,Brooklyn,Clinton Hill,Entire home/apt,100,2,100,1.49,280
2019927,Beautiful Furnished 1 Bedroom apt; Wash Hts,10384087,Todd,Manhattan,Inwood,Entire home/apt,115,1,78,1.81,93
2020881,2 BR apt in East Village w private patio,10387304,Michael,Manhattan,East Village,Entire home/apt,300,2,17,0.55,169
2022728,Room in Manhattan! 15min=TimeSquare,7580038,Jack Andrew,Manhattan,Harlem,Private room,39,12,26,0.42,155
2022938,Sunny Duplex on Prospect Park,4419367,Paul,Brooklyn,Windsor Terrace,Entire home/apt,200,4,20,0.3,279
2022958,Elegant 1BR @ Columbus Circle,195168,Raees,Manhattan,Hell's Kitchen,Entire home/apt,250,3,16,0.24,0
2023577,Charming bedroom on the Upper West,323517,Deda,Manhattan,Upper West Side,Private room,105,1,31,0.46,365
2028291,"Entire studio with backyard, Close to subway!!!",10243387,Mirlet,Queens,Astoria,Entire home/apt,149,3,19,0.56,291
2028432,Sunny Private Studio With Backyard Close 2 Subway!,10243387,Mirlet,Queens,Long Island City,Private room,72,3,26,0.41,307
2028677,1BR in HARLEM...SUNNY & SPACIOUS,9852787,Brooklyn,Manhattan,Harlem,Entire home/apt,115,7,57,0.89,125
2028925,Art Boutique 2BR Suite at JFK Airport,10162529,Jay,Queens,St. Albans,Entire home/apt,325,3,82,1.37,359
2030736,Room B,10384906,Susan,Brooklyn,Sunset Park,Private room,32,1,111,1.7,208
2031495,Big Private Sunny Room in UWS Duplex w/ Terrace,25100,Susana,Manhattan,Upper West Side,Private room,100,3,11,0.16,0
2033224,2-br Apartment in Manhattan,10437461,Igor,Manhattan,Harlem,Entire home/apt,150,4,12,0.2,0
2033846,"Boutique Hip Hotel Feel, WiFi, NetFlix, Private",667627,Marvin,Manhattan,Harlem,Entire home/apt,95,4,72,1.1,11
2033866,East Village 2 Bed 2 Floor Luxury Apartment,7846216,Rafael,Manhattan,East Village,Entire home/apt,290,1,114,1.71,157
2036105,Private room  D,10384906,Susan,Brooklyn,Dyker Heights,Private room,30,1,67,0.99,150
2037632,Cute East Village 1 Bedroom Apt,1415489,Angelita,Manhattan,East Village,Entire home/apt,140,5,25,0.37,13
2042764,Architect's home in Park Slope,3707465,Sim,Brooklyn,South Slope,Entire home/apt,250,4,11,0.17,0
2043060,"Clean, spacious entire 1br in NYC!",1499286,Andrey,Manhattan,Midtown,Entire home/apt,395,5,37,0.55,350
2043329,Studio in Hell's Kitchen,10478532,Erin,Manhattan,Hell's Kitchen,Entire home/apt,100,2,11,0.16,0
2044873,Bushwick Artist Loft - Awesome Room,3886532,Tom & Lily,Brooklyn,Bushwick,Private room,79,1,89,1.39,310
2045727,Cozy Room in Family Home..BKLYN!!!,320284,Olabimpe,Brooklyn,Bedford-Stuyvesant,Private room,52,2,203,3.13,323
2046007,1 BR in LES. Heart of New York City,4274857,Helena,Manhattan,Lower East Side,Private room,98,4,67,1.09,102
2046789,"Huge, Arty, Earthy + BEST Location!",1442412,Meredith,Manhattan,Kips Bay,Entire home/apt,345,1,56,0.83,0
2051675,Nice modern room by Prospect Park!,4684532,Noel And Patricia,Brooklyn,Flatbush,Private room,57,2,199,2.98,265
2055050,Charming studio upper east side NYC,10525320,Candace,Manhattan,Upper East Side,Entire home/apt,125,5,54,0.9,274
2055303,South Harlem 1 Bedroom Apartment,10526058,Ashley & Nate,Manhattan,Harlem,Entire home/apt,145,3,58,0.97,0
2055819,"Garden Oasis, Williamsburg!        ",10528287,Mike,Brooklyn,Williamsburg,Entire home/apt,164,1,200,3.37,208
2056012,"Rancho Deluxe, Williamsburg! ",10528287,Mike,Brooklyn,Williamsburg,Entire home/apt,210,1,215,3.2,224
2057595,Great location in the East Village,10535464,Steve,Manhattan,East Village,Private room,69,13,42,0.62,84
2061725,"❤️ 2 Beds Option + Private Bath, Sunshine Bushwick",4601412,Mia,Brooklyn,Bushwick,Private room,60,2,226,3.42,164
2065538,Sunny Place in Cool Hood,617671,Jason,Brooklyn,Crown Heights,Entire home/apt,88,2,14,0.21,16
2066165,Cozy room in NYC 5,5164854,Lilia,Manhattan,Harlem,Private room,45,4,19,0.31,42
2069051,Your private space in Brooklyn,10581418,Frank,Brooklyn,Williamsburg,Private room,45,1,17,0.55,354
2069359,New 1BR + 1BA with Private Entrance,347642,Jullien,Brooklyn,Bedford-Stuyvesant,Private room,80,3,130,2.0,220
2071420,Classic Chelsea Brownstone 1 Bedroom,10590692,Wade,Manhattan,Chelsea,Entire home/apt,199,2,177,2.85,112
2071446,Inspiring spacious loft space,3608781,Katja,Brooklyn,Williamsburg,Private room,94,2,129,2.22,188
2071464,Brooklyn garden 2 bedroom,3011547,Wendy,Brooklyn,Boerum Hill,Entire home/apt,400,5,34,0.5,333
2071873,Cozy Studio in Murray Hill,1394669,Lala,Manhattan,Murray Hill,Entire home/apt,175,2,31,0.46,33
2075600,Delicious & Airy Apt in Landmark Brownstone,5089,Subhana,Brooklyn,Bedford-Stuyvesant,Entire home/apt,151,2,43,0.65,220
2079686,Sunny apt with Backyard,7624316,Rebecca,Brooklyn,Bushwick,Entire home/apt,60,3,14,0.21,0
2079765,"Charming, sunny oasis",3389163,Nadine,Brooklyn,Bedford-Stuyvesant,Entire home/apt,110,10,58,0.92,282
2080709,Awesome Bedroom close to Manhattan!,4030621,Rob,Brooklyn,Greenpoint,Private room,73,2,19,0.28,0
2080861,Spacious 3BD/2BA - Parking Included,10630723,Nancy,Brooklyn,Bedford-Stuyvesant,Entire home/apt,177,3,209,3.11,237
2082328,Comfy & Spacious Room next to the Subway/Metro,9947836,Jenny,Bronx,Longwood,Private room,65,4,26,0.85,7
2083547,3 Bed/ 2 Bath Full Apt. BK Heights,4690301,Eric,Brooklyn,Brooklyn Heights,Entire home/apt,185,2,10,0.2,0
2084817,Huge Bedroom at Downtown Manhattan,2657134,Luna,Manhattan,Lower East Side,Private room,128,1,16,0.75,0
2087226,Penthouse With Private Roof Deck,1763458,Patrick,Manhattan,East Village,Private room,109,7,130,3.38,78
2087524,Private Parlour Floor,10656683,Lorna,Brooklyn,Clinton Hill,Entire home/apt,99,4,74,1.93,261
2087970,West Village Wonder -spacious 1 bed,10658486,Owen,Manhattan,West Village,Entire home/apt,239,4,52,0.82,84
2088725,Beautiful renovated 1 bedroom Apt.,10661536,Edgar,Brooklyn,Gowanus,Entire home/apt,124,4,52,0.8,147
2089226,"SALE- 2 BEDS, IN PRIVATE BEDROOM NEAR MANHATTAN!",8452639,C S,Brooklyn,Flatbush,Private room,69,1,64,0.96,362
2089492,Sunny 1 Bedroom Apt in Williamsburg,1104548,Kimberly,Brooklyn,Williamsburg,Entire home/apt,225,2,28,0.55,0
2089745,GREAT in CHELSEA:  JUST SEE REVIEWS,10661984,Joseph,Manhattan,Chelsea,Entire home/apt,220,7,55,1.12,13
2092588,Staying in Greenpoint/Williamsburg!,10677584,Angelina,Brooklyn,Greenpoint,Private room,51,3,19,0.32,0
2093304,Hidden gem in Fort Greene,9791461,Brian,Brooklyn,Fort Greene,Entire home/apt,100,4,45,1.01,190
2093455,Nice bedroom,6471461,Robert,Queens,Ridgewood,Private room,60,1,275,4.64,329
2095959,Big Sunlit Studio - Nice Bed - 18 min to Manhattan,10692401,Jp,Queens,Sunnyside,Entire home/apt,94,7,27,0.4,0
2096581,SUNNY APARTMENT DOWNTOWN!,10694601,Gill,Manhattan,East Village,Entire home/apt,179,2,21,0.31,0
2096968,*Upper East Side Cozy 1 Bedroom*,1461630,Ro,Manhattan,Upper East Side,Entire home/apt,135,4,105,1.56,267
2098338,Big Room near Prospect Park.,4970579,Sasha,Brooklyn,Flatbush,Private room,50,5,77,1.14,33
2101349,Stunning UWS studio private room;,9829662,Victoria,Manhattan,Upper West Side,Private room,150,3,10,0.16,42
2101884,Sunny & Spacious in Park Slope,7096230,Richard And Mollie,Brooklyn,Park Slope,Entire home/apt,170,2,24,0.38,0
2102542,Cozy 1BD-15min to NYC $150,2977901,Andrea,Brooklyn,Cobble Hill,Entire home/apt,150,1,19,0.28,0
2104910,SPACIOUS APT BK/QUEENS w/BACKYARD!,10643810,Alex,Queens,Ridgewood,Entire home/apt,99,2,57,0.89,42
2105180,COZY CLEAN BDR 3 MINUTE WALK FROM GRAND CENTRAL,10575680,David,Manhattan,Murray Hill,Private room,89,2,10,0.32,0
2106241,Private Room with Plush Queen Bed,1318137,Adriano,Brooklyn,Bushwick,Private room,65,3,87,1.37,305
2107939,Private Single Room Steps to Subway,1318137,Adriano,Brooklyn,Bedford-Stuyvesant,Private room,55,3,70,1.11,285
2108424,Sunny Private room in Brooklyn,8013034,Kenny And Christine,Brooklyn,Bushwick,Private room,79,1,20,0.32,285
2110145,UWS 1BR w/backyard + block from CP,2151325,Jay And Liz,Manhattan,Upper West Side,Entire home/apt,6000,14,17,0.27,359
2111172,Williamsburg. By Bedford L train,8337801,De,Brooklyn,Williamsburg,Private room,110,10,72,1.07,42
2111336,Nice Modern Mirrored Room in NYC,10764579,Kevin,Manhattan,Harlem,Private room,55,14,66,1.12,17
2113934,Futon on the Upper East Side!,10777592,Lorna,Manhattan,Upper East Side,Shared room,85,2,16,0.25,0
2116059,Renting apt for a weekend getaway,10788865,Jochy,Manhattan,Washington Heights,Entire home/apt,100,1,205,3.05,1
2117705,Refreshingly Peaceful Room in Prime Williamsburg,5243832,Andrew,Brooklyn,Williamsburg,Private room,100,5,44,1.68,41
2119216,"Affordable, Private, Simple & Clean NYC Flat!",10806025,Christina,Manhattan,Harlem,Entire home/apt,80,1,353,5.26,258
2123079,Artist Loft Studio close to all,10577784,Julian,Queens,Long Island City,Entire home/apt,120,3,80,1.74,69
2123731,Spacious Suite in Midtown West/Times sq.,10828833,Stephen,Manhattan,Hell's Kitchen,Private room,180,3,191,3.29,161
2124536,Downtown Filmmaker's Loft by WTC,269710,Alfredo,Manhattan,Financial District,Entire home/apt,379,2,96,1.52,0
2124910,Private Room E,10384906,Susan,Brooklyn,Borough Park,Private room,33,1,98,1.55,0
2127713,GREAT COZY APT,8384058,Hb,Manhattan,Harlem,Entire home/apt,98,8,37,0.59,170
2127767,Sun-drenched 2 Bedroom Penthouse,923915,Matthew,Manhattan,East Village,Entire home/apt,250,4,34,0.52,239
2128761,"Studio 1 block from subway, 10min to Manhattan!",407078,Mary,Brooklyn,Williamsburg,Entire home/apt,149,2,49,0.73,171
2134047,Artistic Studio Apartment,2533833,Tico,Brooklyn,Bedford-Stuyvesant,Entire home/apt,85,3,122,1.93,41
2134052,Large artsy studio with 90s style,7978448,Seth,Manhattan,Chelsea,Entire home/apt,90,3,23,0.36,0
2134294,"Nice room in Astoria, Queens, NYC",10859726,Don Luis,Queens,Astoria,Private room,47,5,11,0.16,162
2135489,Charming Studio in Brooklyn,8624212,Leon,Brooklyn,Carroll Gardens,Entire home/apt,170,2,131,2.02,26
2135754,CONVENIENT Greenwich Village 2 BED!,7793849,Dain,Manhattan,Greenwich Village,Entire home/apt,210,5,25,0.42,0
